paragraph,esg_label,count_label
since 2017 we have helped make health education and resources available to more than 295 million supplier employees on topics such,Access_And_Affordability,Customer_Welfare
our commitment starts with setting and upholding strict material safety standards that often go beyond regulatory requirements in order to protect human health and the environment these are outlined in our code and standards and our regulated substances specification rss and are derived from international laws or directives regulatory agencies ecolabel requirements and environmental standards we then go further by intentionally designing our products and manufacturing processes to use safer materials as well as verifying that the correct health and safety protocols are being used across our supply chain and we are making an impact beyond our supply chain by working with others to help make the use of safer materials the industry norm,Product_Quality_And_Safety,Labor_Practices
we received the yous environmental protection agency sep a safer choice partner of the year award for the second year in a row in recognition of our leadership in safer chemistry we are also a founding signatory of the clean electronics production networks cep n toward zero exposureprogram a public platform for companies across the electronics industry to commit to and report on their efforts to eliminate workers exposure to hazardous chemicals in manufacturing,Employee_Health_And_Safety,Employee_Engagement_Inclusion_And_Diversity
we work from the earliest stages of product design to ensure that the materials machines and processes used in the manufacturing of our products prioritize the health and safety of the people working in our supply chain,Product_Design_And_Lifecycle_Management,Labor_Practices
supplier facilities disclosed chemical and safety data representing the majority of apples direct spend,Product_Quality_And_Safety,Customer_Welfare
receiving you sep a safer choice partner of the year award,Product_Design_And_Lifecycle_Management,None
see more about our approach to smarter chemistry on page 20andonpage54 of the people and environment in our supply chain report,Supply_Chain_Management,Waste_And_Hazardous_Materials_Management
from mapping our supply chain and assessing risk to conducting independent third party audits engaging with civil society and industry and investing heavily in innovation upholding standards in the sourcing of materials is a responsibility that requires a strategic comprehensive approach,Supply_Chain_Management,Business ethics
as we make progress toward our goal to use only recycled and renewable minerals and materials in our products and packaging we continue to source primary materials including tin tantalum tungsten and gold3tg and other minerals such as cobalt responsibly while working to improve conditions in and around mining communities,Product_Design_And_Lifecycle_Management,Labor_Practices
our responsible sourcing of materials standard part of our code and standards covers all primary and recycled materials including advanced and biobased materials our standard aligns with leading international standards including the united nations guiding principles on business and human rights and the organisation for economic cooperation and developments due diligence guidance for responsible supply chains of minerals from conflict affected and high risk areas oecd due diligence guidance,Supply_Chain_Management,Human_Rights_And_Community_Relations
every year as part of our commitment to transparency we publish a list of identified 3tg cobalt and for the second year lithium smelters and refiners in our supply chain,Supply_Chain_Management,Business ethics
a placer miner holds gold sourced from alaska and the yukon as part of the salmon gold project learn more on page 70 of people and environment in our supply chain report,Supply_Chain_Management,None
we also achieved an industry first,Management_Of_Legal_And_Regulatory_Framework,None
a battery containing 100 percent responsibly sourced key minerals whether primary or recycled in2021 all identified cobalt and lithium refiners key materials used to make batteries for all apple products participated in oecd aligned independent third party audits covering labor human rights and environmental policies as well as management systems we continue to conduct additional due diligence and carry out oecd aligned independent third party audits on other battery materials such as graphite nickel and copper,Human_Rights_And_Community_Relations,Labor_Practices
of identified 3tg cobalt and lithium smelters and refiners participated in independent third party audits,Energy_Management,Waste_And_Hazardous_Materials_Management
we also map other minerals in our products such as mica copper graphite and nickel and assess new materials for compliance with our requirements prior to production in fiscal year 2021we conducted due diligence on26 recycled or biobased materials to verify that their sourcing pathways met apples standards and expectations,Product_Design_And_Lifecycle_Management,Business ethics
also in fiscal year 2021100 percent of the identified 3tg cobalt and lithium smelters and refiners in our supply chain have participated in independent third party audits to assess and identify a broad range of risks including social environmental human rights and governance risks this marks seven consecutive years of 100 percent compliance for 3tgsix consecutive years for cobalt and two consecutive years for lithium,Supply_Chain_Management,Human_Rights_And_Community_Relations
read more on page 69 of our people and environment in our supply chain report and in our conflict minerals report,Supply_Chain_Management,Director_Removal
in the event that a smelter or refiner is unable or unwilling to meet our requirements we remove them from our supply chain since 2009 we have directed the removal of 1633tgand7 cobalt smelters and refiners from our supply chain,Supply_Chain_Management,None
for apple our work to make our company more inclusive extends to how we choose the businesses we work with when contracting with suppliers we use our purchasing power to increase diversity in our supply chain and change outdated norms that hurt those who are underrepresented in their field or industry,Supply_Chain_Management,Customer_Welfare
apples award winning supplier diversity program established in 1993 actively engages suppliers from historically underrepresented communities,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
we have policies and procedures that require diverse supplier participation during early stage sourcing key performance indicators to measure company success and diversity awareness trainings for our global sourcing team members and related apple business units,Supply_Chain_Management,Employee_Engagement_Inclusion_And_Diversity
in calendar year 2021applespentover71 billion with diverse suppliers around the world our supplier diversity program offers support to participating suppliers and seeks active engagement in industry diversity leadership activities for example supplier development has been a longstanding commitment within apples supply chain which is facilitated internally and externally externally we partner with major universities to provide executive development and capacity building to key diverse suppliers and we are proud to have supported michigan state university and howard university on creating their first programs for diverse supplier development,Supply_Chain_Management,Employee_Engagement_Inclusion_And_Diversity
we are also promoting diversity in the companies with which we do business for example our agreements with our primary construction suppliers require the reporting of their efforts to include diverse subcontractors on all apple related projects,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
as a result of our efforts we were chosen as corporation of the year by the national minority supplier development council nms dc in october 2021thisawardisnmsdcs highest honor to a major corporation for the utilization of ethnic minority owned suppliers specifically those with asian indian asian pacific black hispanic latin x and indigenous owners,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
through our global supply chain we create opportunities for people around the world including by helping to close skills gaps in manufacturing and by helping to prepare workers across our supply chain for the jobs of today and tomorrow,Supply_Chain_Management,Product_Design_And_Lifecycle_Management
in march 2022weannounceda50 million supplier employee development fund to amplify worker voice and expand access to learning and skill development opportunities to more people in our supply chain and,Supply_Chain_Management,Employee_Engagement_Inclusion_And_Diversity
as part of this fund we also launched the apple education hub informed by our previous supplier employee learning and development programs which 5 million supplier employees have taken advantage of since 2008 in partnership with local educational institutions and ngos the apple education hub will provide a scalable solution through virtual first learning to promote and develop the skills necessary for the future of work in our supply chain and surrounding communities with initial programming to begin in the,Supply_Chain_Management,Competitive_Behavior
apple s50 million supplier employee development fund will expand access to learning opportunities and skills development for people across its supply chain,Supply_Chain_Management,Employee_Engagement_Inclusion_And_Diversity
since 2017 we have offered training to supplier employees on apples swift coding language a skill that is in high demand in 2021we continued to build on feedback from students and suppliers to refine our curriculum by adding more opportunities for virtual learning while maintaining the quality and consistency of the programs,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
we work with our suppliers to help us address our environmental commitments including our goal to become carbon neutral by2030 across our entire product footprint our supplier energy efficiency program and supplier clean energy program both address direct and indirect emissions in our supply chain while our supplier clean water and zero waste programs help to reduce resource usage,Supply_Chain_Management,Energy_Management
in addition our code contains strict environmental protection s which require our suppliers to understand and take active steps to reduce their environmental impact while also becoming better stewards of the resources we all share and the communities in which we operate specifically our code addresses the management of regulated substances stormwater wastewater air emissions waste and noise as well as pollution prevention resource reduction and obtaining necessary environmental permits,Ecological_Impacts,Employee_Health_And_Safety
more detail about our environment work in the supply chain is covered on page 13 as well as in people and environment in our supply chain report and the environmental progress report,Supply_Chain_Management,Employee_Health_And_Safety
apple is constantly working with its global supply chain to accelerate and support its transition to clean energy as of march 2022213 of the company s major manufacturing partners have pledged to power all apple production with renewable electricity across 25 countries the dozens of new commitments announced this year will accelerate progress toward apple s2030goal to become carbon neutral across its entire supply chain,Supply_Chain_Management,Energy_Management
at apple our northstar is creating technology that empowers people and enriches their lives teams across apple are always innovating to make technology that seven better for our users that protects their right to privacy that is durable and resilient and that is inclusive and accessible for everyone and wherever we meet our customers online over the phone or in person we are committed to treating everyone with dignity and respect,Human_Rights_And_Community_Relations,Customer_Welfare
delivering exceptional products that enrich the lives of our customers i score to apples business we have enormous potential to help people use technology to overcome barriers to their goals innovate to solve problems and expand access to critical needs like health and education with our products and services we are uniquely positioned to both empower our customers to take action as well as to drive positive impact on some of the biggest issues in our society today including those addressed by the unsustainable development goals see page 75,Product_Design_And_Lifecycle_Management,Competitive_Behavior
responsibility for integrating privacy accessibility inclusion education and health into our products and services cuts across many teams including hardware engineering software engineering hardware technologies machine learning and ai and environment policy and social initiatives,Data security,Customer_Welfare
because we care about our customers we also have programs in place to understand and support their needs we work to provide positive customer experiences as well as products,Product_Design_And_Lifecycle_Management,None
that are durable and can be used for years to come and when we design our products were focused on making them safe for anyone who assembles uses or recycles them,Product_Design_And_Lifecycle_Management,None
data on device and build industry leading transparency and controls into our technology,Business ethics,Customer_Privacy
hand in hand with the privacy of our users are our commitments to free expression and access to information our products and services help our customers learn express their creativity exercise their ingenuity communicate privately and securely and share information globally whether by text message audio or sign language over facetime video,Customer_Privacy,Competitive_Behavior
our products and services are built with innovative privacy technologies and techniques designed to minimize how much of your data apple or anyone else can access they contain features designed and implemented over decades to protect customers privacy and give them control over their information,Data security,Customer_Privacy
to meet the highest standards for privacy security and content all the apps in our app store agree to comply with our app store review guidelines,Data security,Customer_Privacy
these provide developers with clear and transparent guidance on safety performance business design and legal issues including appeal rights the guidelines help ensure that the apps offered on the app store are safe provide a good user experience adhere to our rules on user privacy and secure devices from malware and threats,Data security,Customer_Welfare
safari was the first browser to block third party cookies by default as far back as2003andin2017 safari added intelligent tracking prevention to further limit tracking while still enabling websites to function normally,Data security,Customer_Privacy
random identifiers ensure that routes customers take and the places they search in maps are not associated with their apple id and messages and facetime are end to end encrypted so apple can not eavesdrop on user communications siri was designed from the very beginning in 2011to not associate the things that users say to siri with their apple id but instead uses a random identifier generated when a user first enables siri that has remained the same since then and in2021 with newly introduced on device speech recognition the audio of users siri requests is processed right on their i phone or ipad by default,Data security,Employee_Engagement_Inclusion_And_Diversity
customers control what information is shared where it is shared and when it is backed up we do not provide user information to any third parties without a clear legal basis and we publish a transparency report detailing government requests for customer data and app removal,Customer_Privacy,Management_Of_Legal_And_Regulatory_Framework
apple is committed to delivering advertising in a way that respects user privacy apple delivered ads may appear on the app store apple news and stocks depending on the jurisdiction the apple advertising platform does not track users nor does it buy or share user personal information with other companies,Customer_Privacy,Competitive_Behavior
to keep privacy at the center of our work we maintain rigorous privacy standards for both customer and employee data our chief privacy officer reports to apples senior vice president and general counsel who chairs apples privacy steering committee the committee,Data security,Customer_Privacy
privacy nutrition labels product pages on the app store feature a section that provides developers self reported summaries of some of their,Selling_Practices_And_Product_Labeling,Customer_Welfare
privacy practices in a simple easy to read label learn more,Data security,Customer_Welfare
sets privacy standards for teams across apple and addresses or escalates privacy compliance issues its members include apples senior vice president of machine learning and a i strategy and senior vice president of software engineering and across functional group of senior representatives from across the business these standards are in turn implemented and assessed by our privacy compliance team which works to continue to deliver on our privacy commitments across all personal data collections we have created a dedicated structure with executive sponsors in each functional area supported by privacy champions embedded in each functional area and taking direction from the privacy compliance team,Data security,Customer_Privacy
the audit and finance committee of the board of directors regularly reviews apples privacy and data security risks and discusses them with management the committee reviews reports on privacy and data security matters including updates on apples privacy program cybersecurity risks risk management and relevant legislative regulatory and technical developments,Data security,Customer_Privacy
we maintain current iso27001andiso27018 certifications that set user security standards for which we undergo yearly audits,Data security,Labor_Practices
we communicate privacy and security guidelines with employees and strictly enforce safeguards across the company all employees take annual training on business conduct of which privacy is an essential component employees with access to customer data and personal information are required to undergo additional privacy and security training for more information visit apples ethics and compliance website,Data security,Customer_Privacy
as part of our general data protection regulation gdp rand human rights work we undertake privacy impact assessments pias of our major products and services these assessments also consider decision making that relies on algorithmic systems and the impact such decisions have on individuals and their rights pias take into consideration how laws affect privacy and assess any associated risks in the relevant jurisdictions where we operate pia reviewers are also trained to identify and highlight potential impacts to freedom of expression apple regularly engages with a wide range of civil society representatives globally on various privacy and freedom of expression issues including privacy by design and encryption,Data security,Customer_Privacy
privacy questions concerns or complaints can be raised online or by calling our apple support number our data protection officer is available for questions regarding the privacy policy or general privacy practices,Data security,Customer_Welfare
we have spoken out time and again for strong encryption without backdoors recognizing that security is the foundation of privacy we build security into our hardware software and services including at the design and development phase to provide users with maximum security and a transparent user experience serving the ultimate goal of keeping personal information safe and we have designed the secure enclave a dedicated secure,Data security,Customer_Privacy
as part of our commitment our apple security bounty rewards researchers who discover and share with us critical issues in our latest operating systems and the techniques used to exploit them,Data security,Competitive_Behavior
data protection officer who is mandated to raise any issues of concern to apples privacy steering committee,Data security,Customer_Welfare
when we become aware of a potential data security incident we conduct prompt investigations and analysis provide notifications in a timely manner when necessary and determine what steps to take in response,Data security,Customer_Privacy
learn more about privacy at apple review privacy features,Data security,Customer_Welfare
see how apps from apple handle your data,Data security,Customer_Privacy
at apple we believe technology can play a powerful role in helping people to create learn be more collaborative and independent foster dignity and live out their dreams accessibility is a human right now here is that more evident than in our work in accessibility,Access_And_Affordability,Customer_Welfare
our work to make technology customizable to the diverse needs of all our users has become widely known for example the 2021webaim survey from the institute for disability research policy and practice utah state university which analyzed responses from over 1500 users around the world who have a vision disability and use a screen reader shows that 719of survey respondents use i phone or ipad with apples voice over as their primary mobile platform,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
apple has also been repeatedly honored for our accessibility work including most recently receiving a fcc chairs award for advancement in accessibility for ios14 which added a suite of accessibility features that have particular importance in the context of the covid19 pandemic these features people detection voice over recognition sign language prominence in face time and sound recognition have helped users with disabilities navigate day today life during the covid19 pandemic,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
apple promotes authentic and positive portrayals of disability in films and series on apple tv including coda see el deaf o and little voice apple original content includes audio descriptions in dolby atmos in nine languages and closed captions and subtitles for the deaf and hard of hearing in over 40languagesinall100 countries where apple tv is available,Employee_Health_And_Safety,None
to support customers who are deaf or hard of hearing apple was the first to directly connect hearing aids or a cochlear implant to iphone and other ios devices through the made for i phone mfi program this enables customers to make phone calls and stream high quality audio directly to their mfi hearing devices and in2021 apple added support for the latest generation of bidirectional hearing aids from made for i phone partners that support handsfree phone and face time conversations sound recognition notifies users of external environmental sounds like running water,Employee_Health_And_Safety,Water_And_Wastewater_Management
alarms electrical appliances breaking glass and more with the newly introduced option to train your i phone or ipad to listen for a specific alarm or electrical appliance sound other features include live captions beta introduced in 2022 which helps users with hearing disabilities follow along with calls and media oni phone i pad and mac sign language prominence in facetime which can detect when someone uses sign language in group calls and conversation boost for air pods pro which helps users better hear conversations in crowded or noisy environments,Critical_Incident_Risk_Management,None
our products are built with an array of features to support people who are neuro divergent or have cognitive disabilities background sounds help minimize distractions and support users who want to focus stay calm or rest with speak selection for ios and macos audio can be used to support reading or writing comprehension and dictation and siri help anyone who finds speaking easier than typing or writing another feature guided access limits a device to a single app and let us users control which features are available,Employee_Engagement_Inclusion_And_Diversity,None
apple offers extensive support documentation engaging online training content and in store sessions to help anyone learn how to use our built in accessibility features customers can also call or chat with apple support staff dedicated to supporting accessibility or share,Access_And_Affordability,Customer_Welfare
feedback about an accessibility feature on an apple product,Product_Design_And_Lifecycle_Management,Customer_Welfare
the people detection feature in magnifier uses the lidar camera ini phone 12proiphone13proandipad proto help support health and safety for users who are blind or have low vision and need to maintain social distancing,Employee_Health_And_Safety,Customer_Welfare
we offer world class on demand sign language interpretation services with the sign time service available in us uk france and canada which helps apple customers and team members request an interpreter and communicate using american sign language as linus and canada british sign language bsl in the uk or french sign language lsf in france,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
apple subscribes to the principle of participation nothing about us without us used by disability organizations to call for inclusion in work done for by and with persons with disabilities in addition to hiring people with disabilities to develop and inform our accessibility features we welcome all users to beta test features and give feedback,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
apples innovative software features introduce new ways for users with disabilities to navigate connect and get the most out of apple products,Access_And_Affordability,None
we work with various nonprofit organizations around the globe to strategically align and support each other and we maintain constant contact with community organizations to help ensure that we are exceeding their expectations we also work with international standards organizations to expand equal access to information and functionality while working to protect and improve the rights inclusion and equity of people with disabilities,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
apple follows policy developments and shares its best practices with regulators governments and organizations including the world health organization who and the european disability forum edf,Management_Of_Legal_And_Regulatory_Framework,Labor_Practices
working with the world federation of the deaf the american council of the blind the cerebral palsy foundation and the national association of the deaf apple proposed the adoption of accessibility theme de mojito the unicode consortium the global body in charge of setting character standards across all computing platforms in2019 the consortium adopted apples recommendation for more inclusive and representational emojiandin2021we expanded the accessibility options for me mojito include cochlear implants an oxygen tube and a soft helmet,Access_And_Affordability,Customer_Welfare
building on our accessibility work weve always believed that in order to create the most personal technology in the world we must consider the full range of human experiences all across apple there is a sustained commitment to making products more inclusive for a wide range of diverse groups apple,Product_Design_And_Lifecycle_Management,Customer_Welfare
engineers work hand in hand with teams across the business to help solve unique problems others seldom think about,Systemic_Risk_Management,None
beyond our own products and services,Product_Design_And_Lifecycle_Management,None
we launched two videos during our worldwide developers conference wwdcinjune2021 on the process and practice of inclusive design that were among the most popular of the week the process of inclusive design and the practice of inclusive design,Employee_Engagement_Inclusion_And_Diversity,None
for more than 40 years we have worked alongside educators to inspire the next generation of learners supporting creativity problem solving communication and collaboration we believe that education can be a great equalizing force and our goal is to empower all educators and learners through technology that protects student privacy and is accessible for all learners,Data security,Employee_Engagement_Inclusion_And_Diversity
we develop products programs tools and curricula for educators to create engaging learning experiences and we support education leaders and administrators so they can get the most out of the technology in the classroom and beyond,Access_And_Affordability,None
coding is a universal language and a great way to help students think critically and express their creativity we are always working to make it easy and fun to learn to code with supportive resources like swift playgrounds and the everyone can code curriculum and we work hand in hand with communities particularly communities of color and others that are under resourced to bring coding creating and entrepreneurship opportunities to learners of all ages,Employee_Engagement_Inclusion_And_Diversity,Business_Model_Resilience
knowing that everyone has their own way of learning and expressing themselves we offer products that support students and educators from kindergarten through higher education i pad provides apps and advanced technologies that help educators teach and students push the boundaries of their creativity the augmented reality capabilities on ipad let,Access_And_Affordability,None
students bring digital objects into the real world to spark curiosity and enhance understanding in new exciting ways and the powerful mac processors are equipped for the most intensive tasks throughout university and far beyond,Access_And_Affordability,None
we also developed apple school manager a free web based portal that helps it administrators in k12 and higher education institutions effortlessly configure deploy and manage i pad and mac devices,Access_And_Affordability,None
our teaching tools empower educators to personalize the learning experience for each student and manage the classroom to keep every student on task our classroom app serves as a powerful teaching assistant that makes it easy to navigate lessons and share information while the school work app aids the distribution and collection of assignments tracks progress and supports collaboration with students,Access_And_Affordability,Competitive_Behavior
our programs help educators integrate creativity and coding into their lessons even if they are new to teaching with technology,Access_And_Affordability,None
everyone can create gives educators fun and meaningful ways to bring creative expression into any lesson topic or assignment the free guides teach students to develop and communicate ideas through drawing photography video and music while teacher guides help educators integrate both technology and creativity into every lesson,Employee_Engagement_Inclusion_And_Diversity,None
everyone can code guides students through the swift playgrounds app on ipad and mac this free curriculum and the app teach coding for kids through a world of interactive puzzles,Access_And_Affordability,None
educators can also try apples new one hour inclusive app design activity to introduce students to the world of coding and app development during europe code week in october 2021 and through computer science education week in december 2021 apple encouraged educators and their students to participate in an introductory inclusive app design activity this new lesson from apple helps educators guide students through a one hour session to turn their ideas into apps with inclusion and accessibility in mind the app design process helps students identify problems they care about and then plan prototype and code creative solutions it helps students think critically about how to build apps that are inclusive for all and prepares them to be the innovators of tomorrow,Access_And_Affordability,Employee_Engagement_Inclusion_And_Diversity
and playful characters and introduce swift the same programming language used by professional app developers teacher guides support educators in teaching code even if they have no experience,Data security,None
develop in swift teaches students ages14 and over how to use swift for designing and developing apps through apples integrated development environment xcodein2020 we launched a free online course taught by apple experts that helps instructors learn to teach swift and xcode,Product_Design_And_Lifecycle_Management,Competitive_Behavior
learn more about how apple empowers educators and learners of all ages,Access_And_Affordability,None
professional learning is a key piece of apples education offerings,Employee_Engagement_Inclusion_And_Diversity,None
our community of nearly 3000 apple distinguished educators in 45 countries model advise advocate and publish materials on ways to integrate apple technology into teaching and learning these educators are active leaders helping to make learning deeply personal for every student,Access_And_Affordability,Human_Rights_And_Community_Relations
apple distinguished schools are centers of leadership and educational excellence that demonstrate the impact of learning with apple technology the nearly 700schoolsacross36 countries cultivate environments where students are excited and curious about learning,Access_And_Affordability,Employee_Engagement_Inclusion_And_Diversity
we help educators share experiences ideas and inspiration so that they too can get more out of the technology in their classrooms,Access_And_Affordability,Competitive_Behavior
apple teacher is a free online self paced professional learning program that helps teachers build their skills and confidence in teaching with apple technology and earn apple teacher recognition our apple professional learning specialists are experts who provide one on one coaching sessions and group professional learning workshops for educators in addition to the support resources available online or via phone the majority of our educator tools are free and we offer special,Access_And_Affordability,Employee_Engagement_Inclusion_And_Diversity
pricing on mac i pad and other apple hardware for education institutions eligible college students and education faculty and staff,Management_Of_Legal_And_Regulatory_Framework,Competitive_Behavior
inmarch2022we unveiled apple learning coach which is a free professional learning program that trains instructional coaches digital learning specialists and other coaching educators to help teachers effectively use apple technology in the classroom through a mix of self paced lessons and virtual workshop sessions with apple professional learning specialists participants come away from the experience with an actionable portfolio a cohort of peers and the opportunity to apply for continuing education credits from lamar university through the texas education agency each apple learning coach gains a deeper understanding of how to support teachers where they are as they integrate technology into learning,Access_And_Affordability,None
apple empowers our users to take control of their health by making it easier to track and share their health and wellness information while always keeping their data secure this allows for a more informed dialogue with loved ones and doctors offering the ability to make better health choices on a daily basis,Customer_Privacy,Employee_Health_And_Safety
privacy is a fundamental aspect of our health work the right place for health information to exist is with a user on their device and where or how that information is shared should be completely up to the individual,Customer_Privacy,Customer_Welfare
since launching apple watch in2015weve been constantly inspired by the stories we hear from our users about how using apple watch for health and fitness has changed their lives these range from users who found closing their activity rings everyday motivated them to be in the best shape of their lives to those alerted to a potential irregular heart rhythm who sought medical care to confirm stories like those continually drive us to do more for our users,Employee_Health_And_Safety,Customer_Welfare
on iphone walking steadiness is an industry first providing insight into fall risk by leveraging important mobility data as users walk with their i phone directly within the health app the health app provides a consolidated view of users health information data from i phone third party apps and apple watch and since introducing the health records feature in 2018 it is supported at over 800 health care institutions with over 12500c are locations across three regions the yous canada,Customer_Privacy,Customer_Welfare
inspired by the innovative ways the research clinical and developer communities leverage our products and platforms we launched the investigator support program that provides researchers with opportunities to receive apple watch to include in their research study we have witnessed first hand how researchers and clinicians are able to accomplish even more with the addition of apple watch to their research and care programs and through this program we hope even more people can have the same kind of success currently studies around the globe are integrating apple watch into their research across heart mobility activity and other focus areas see more about the program,Access_And_Affordability,Competitive_Behavior
and the uk additionally users have the option to securely share their health data with a loved one a caregiver and in the yous their doctor through the health app,Customer_Privacy,Customer_Welfare
everything apple does in health is based in science we have a history of enabling the medical community through platforms like research kit and care kit which help researchers produce medical insights and discoveries on conditions from epilepsy to parkinsons at a pace and scale never seen before,Access_And_Affordability,Labor_Practices
apple womens health study the harvard th chan school of public health has teamed up with apple and the national institute of environmental health sciences to gain a deeper understanding of how certain demographic and lifestyle factors could have an impact on menstrual cycle sand gynecologic conditions including infertility menopause and polycystic ovary syndrome see the latest updates,Employee_Engagement_Inclusion_And_Diversity,Employee_Health_And_Safety
apple hearing study the apple hearing study is a partnership between the university of michigan and apple to study sound exposure and its impact on hearing health this groundbreaking study helps advance our understanding of how hearing could be impacted over time by exposure to sound at,Employee_Health_And_Safety,Human_Rights_And_Community_Relations
certain levels the study data is also being shared with the world health organization as a contribution to its make listening safe initiative see the latest updates,Access_And_Affordability,Customer_Welfare
conducted in collaboration with the american heart association and brigham and womens hospital the apple heart and movement study explores factors that affect heart health and potentially because deterioration in mobility or overall well being in an effort to promote healthy movement and improved cardiovascular health by collecting heart health workout mobility and activity data from apple watch and i phone users as well as survey data this study will provide insights on heart health and potential early warning signs in ways that were not possible before see the latest updates,Employee_Health_And_Safety,Customer_Welfare
our technology gives healthcare providers the tools they need to work effectively within hospitals and connect remotely with patients apps on ipad i phone and apple watch can help medical professionals deliver personalized care we have seen how our technology can also empower clinicians to be more mobile leading to time savings and more time spent taking care of patients our devices are designed to protect patient data yet remain accessible and easy to use across providers the result is care that becomes more efficient more personalized and ultimately more human learn more about how our products support medical professionals,Access_And_Affordability,Employee_Health_And_Safety
at apple we want to create products and services that enrich peoples lives to us that means making the best not the most and only building things that make us proud,Product_Design_And_Lifecycle_Management,None
we are motivated by creating the best user experience through our products and in every interaction with our customers we focus on breakthrough technologies and innovative features that set us apart and keep people coming back to apple consumer surveys have consistently shown high satisfaction ratings for our revolutionary products including iphone97 percent or higher macover87percentipad93 percent or higher and apple watch 90percentorhigher21,Product_Design_And_Lifecycle_Management,Customer_Welfare
our focus on our customers extends to a retail experience that puts the people we serve at the center of everything we do our retail teams inspire our customers to discover learn about and choose apple products services and accessories by delivering a personalized experience like no other apple specialists in our retail stores and contact centers help customers find the right products with,Product_Design_And_Lifecycle_Management,None
one on one shopping and support sessions in person over the phone or via chat today at apple and online personal sessions help customers learn how to get the most from their devices and take their creativity further,Product_Design_And_Lifecycle_Management,None
apples education teamworks to ensure that students teachers and parents have the best learning tools for the classroom for business customers the dedicated teams in every apple store provide the advice pricing and support small businesses need in our communities,Access_And_Affordability,Competitive_Behavior
we work closely with apple authorized resellers like carriers and retailers to enhance the customer shopping experience beyond our own retail locations and the apple website,Competitive_Behavior,None
to help ensure quality we continually monitor customer feedback assess key drivers and leverage analytics to improve the customer experience customer feedback is shared with team members as well as leaders so that everyone understands their impact and is focused on making the customer experience the best it can possibly be throughout the pandemic our retail teams continue to work diligently to be flexible through ever changing operational challenges as well as health and government guidelines all the while they keep the focus on helping our customers and as a result our store teams earned our highest ever customer satisfaction scores,Customer_Privacy,Customer_Welfare
as we continue delivering exceptional products we remain committed to high quality standards and transparent communication with customers we maintain a system status page to actively report on identified system issues and offer service programs to address hardware issues we encourage our customers to contact us with questions provide feedback or request support as just one example learn more about how we responded to customer feedback on air tag,Product_Quality_And_Safety,Customer_Welfare
families love i phone i pad mac apple watch and apple tv because they are some of the most powerful tools ever made for learning exploring and staying in touch we are committed to providing tools that let caregivers know and feel good about what kids are doing a range of features offer flexibility to track app usage set limits on screen time and community choose which apps children can use and manage the content and websites they can access,Access_And_Affordability,Business_Model_Resilience
features also help protect kids from what they see and send with the latest versions of ios ipa dos and macos families can set up kids devices to show warnings when receiving or sending images containing nudity the image is blurred and the child gets an alert along with,Employee_Health_And_Safety,Labor_Practices
messages can warn children when receiving or sending photos that contain nudity,Employee_Engagement_Inclusion_And_Diversity,None
apple has also expanded guidance in siri spotlight and safari search by providing additional resources to help children and families stay safe online and get help with unsafe situations for example users who asks iri how they can report child exploitation will be pointed to resources for where and how to file a report,Employee_Health_And_Safety,Labor_Practices
